"transaksi_id","jenis","nomer","fulldate","supplier_id","supplier_nama","debet_rek","locker_awal","locker_nilai_active","locker_nilai_diklaim","selisih_debet_vs_locker_awal","status_rekonsiliasi","reg_create_at","locker_last_dtime"
"497065","467","467.-1.2754","2025-06-28","4","PT.PANASONIC GOBEL INDONESIA","15079058.823353","6312000.000162","0.000000","6312000.000162","8767058.823191","LOCKER_UNDER","2026-02-02 23:03:36","2025-08-20 10:49:12"
"516907","467","467.-1.2863","2025-07-19","4","PT.PANASONIC GOBEL INDONESIA","9462198.000000","1464960.000000","0.000000","1464960.000000","7997238.000000","LOCKER_UNDER","2026-02-02 23:03:36","2025-08-20 11:40:21"
"516909","467","467.-1.2864","2025-07-19","4","PT.PANASONIC GOBEL INDONESIA","9462198.000000","1515984.000000","0.000000","1515984.000000","7946214.000000","LOCKER_UNDER","2026-02-02 23:03:36","2025-08-20 11:41:16"
"518074","467","467.-1.2868","2025-07-21","4","PT.PANASONIC GOBEL INDONESIA","9462198.000000","1729890.000000","0.000000","1729890.000000","7732308.000000","LOCKER_UNDER","2026-02-02 23:03:36","2025-08-20 11:43:58"
"518805","467","467.-1.2877","2025-07-22","4","PT.PANASONIC GOBEL INDONESIA","9462198.000000","1983540.000000","0.000000","1983540.000000","7478658.000000","LOCKER_UNDER","2026-02-02 23:03:36","2025-08-20 11:48:19"
"45210","3344","3344.-1.7","2024-03-15","4","PT.PANASONIC GOBEL INDONESIA","6750000.000000","0.000000","0.000000","0.000000","6750000.000000","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:07"
"516905","467","467.-1.2862","2025-07-19","4","PT.PANASONIC GOBEL INDONESIA","9462198.000000","2767824.000000","0.000000","2767824.000000","6694374.000000","LOCKER_UNDER","2026-02-02 23:03:36","2025-08-20 11:39:27"
"310045","467","467.-1.1760","2025-01-02","4","PT.PANASONIC GOBEL INDONESIA","5753647.058778","0.000000","0.000000","0.000000","5753647.058778","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:09"
"525068","467","467.-1.2915","2025-07-28","4","PT.PANASONIC GOBEL INDONESIA","6302165.882280","821517.647050","0.000000","821517.647050","5480648.235230","LOCKER_UNDER","2026-02-02 23:03:36","2025-08-20 11:51:04"
"322115","467","467.-1.1833","2025-01-15","4","PT.PANASONIC GOBEL INDONESIA","5357835.294094","0.000000","0.000000","0.000000","5357835.294094","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:09"
"320810","467","467.-1.1824","2025-01-13","4","PT.PANASONIC GOBEL INDONESIA","5357835.294094","0.000000","0.000000","0.000000","5357835.294094","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:08"
"318428","467","467.-1.1810","2025-01-10","4","PT.PANASONIC GOBEL INDONESIA","5357835.294094","0.000000","0.000000","0.000000","5357835.294094","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:08"
"329849","467","467.-1.1883","2025-01-25","4","PT.PANASONIC GOBEL INDONESIA","4653176.470633","0.000000","0.000000","0.000000","4653176.470633","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:09"
"211644","467","467.-1.1293","2024-09-27","4","PT.PANASONIC GOBEL INDONESIA","4500000.000000","0.000000","0.000000","0.000000","4500000.000000","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:08"
"327048","467","467.-1.1868","2025-01-22","4","PT.PANASONIC GOBEL INDONESIA","4221176.470425","0.000000","0.000000","0.000000","4221176.470425","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:09"
"334777","467","467.-1.1891","2025-01-30","4","PT.PANASONIC GOBEL INDONESIA","4221176.470425","0.000000","0.000000","0.000000","4221176.470425","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:09"
"324489","467","467.-1.1850","2025-01-18","4","PT.PANASONIC GOBEL INDONESIA","4221176.470425","0.000000","0.000000","0.000000","4221176.470425","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:09"
"298214","467","467.-1.1697","2024-12-17","4","PT.PANASONIC GOBEL INDONESIA","4221176.470425","0.000000","0.000000","0.000000","4221176.470425","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:08"
"315024","467","467.-1.1778","2025-01-06","4","PT.PANASONIC GOBEL INDONESIA","4221176.470425","0.000000","0.000000","0.000000","4221176.470425","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:09"
"339829","467","467.-1.1932","2025-02-06","4","PT.PANASONIC GOBEL INDONESIA","4044705.882208","0.000000","0.000000","0.000000","4044705.882208","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:08"
"339007","467","467.-1.1924","2025-02-05","4","PT.PANASONIC GOBEL INDONESIA","4044705.882208","0.000000","0.000000","0.000000","4044705.882208","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:08"
"320812","467","467.-1.1825","2025-01-13","4","PT.PANASONIC GOBEL INDONESIA","4032752.941215","0.000000","0.000000","0.000000","4032752.941215","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:09"
"310031","467","467.-1.1759","2025-01-02","4","PT.PANASONIC GOBEL INDONESIA","4032752.941215","0.000000","0.000000","0.000000","4032752.941215","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:09"
"328804","467","467.-1.1879","2025-01-23","4","PT.PANASONIC GOBEL INDONESIA","3896470.588085","0.000000","0.000000","0.000000","3896470.588085","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:09"
"339003","467","467.-1.1922","2025-02-05","4","PT.PANASONIC GOBEL INDONESIA","3896470.588085","0.000000","0.000000","0.000000","3896470.588085","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:08"
"318144","467","467.-1.1807","2025-01-09","4","PT.PANASONIC GOBEL INDONESIA","3896470.588085","0.000000","0.000000","0.000000","3896470.588085","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:08"
"309868","467","467.-1.1758","2025-01-02","4","PT.PANASONIC GOBEL INDONESIA","3896470.588085","0.000000","0.000000","0.000000","3896470.588085","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:09"
"317240","467","467.-1.1799","2025-01-09","4","PT.PANASONIC GOBEL INDONESIA","3896470.588085","0.000000","0.000000","0.000000","3896470.588085","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:08"
"318392","467","467.-1.1809","2025-01-10","4","PT.PANASONIC GOBEL INDONESIA","3861458.823628","0.000000","0.000000","0.000000","3861458.823628","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:08"
"302531","467","467.-1.1712","2024-12-21","4","PT.PANASONIC GOBEL INDONESIA","3861458.823628","0.000000","0.000000","0.000000","3861458.823628","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:09"
"295756","467","467.-1.1681","2024-12-13","4","PT.PANASONIC GOBEL INDONESIA","3861458.823628","0.000000","0.000000","0.000000","3861458.823628","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:08"
"339839","467","467.-1.1933","2025-02-06","4","PT.PANASONIC GOBEL INDONESIA","3775058.823394","0.000000","0.000000","0.000000","3775058.823394","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:08"
"334779","467","467.-1.1892","2025-01-30","4","PT.PANASONIC GOBEL INDONESIA","3775058.823394","0.000000","0.000000","0.000000","3775058.823394","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:09"
"319552","467","467.-1.1816","2025-01-11","4","PT.PANASONIC GOBEL INDONESIA","3775058.823394","0.000000","0.000000","0.000000","3775058.823394","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:08"
"318388","467","467.-1.1808","2025-01-10","4","PT.PANASONIC GOBEL INDONESIA","3722541.176506","0.000000","0.000000","0.000000","3722541.176506","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:08"
"327044","467","467.-1.1866","2025-01-22","4","PT.PANASONIC GOBEL INDONESIA","3564423.529503","0.000000","0.000000","0.000000","3564423.529503","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:09"
"339005","467","467.-1.1923","2025-02-05","4","PT.PANASONIC GOBEL INDONESIA","3564423.529503","0.000000","0.000000","0.000000","3564423.529503","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:08"
"317236","467","467.-1.1798","2025-01-09","4","PT.PANASONIC GOBEL INDONESIA","3564423.529503","0.000000","0.000000","0.000000","3564423.529503","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:08"
"322121","467","467.-1.1834","2025-01-15","4","PT.PANASONIC GOBEL INDONESIA","3564423.529503","0.000000","0.000000","0.000000","3564423.529503","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:09"
"321052","467","467.-1.1826","2025-01-14","4","PT.PANASONIC GOBEL INDONESIA","3505411.764580","0.000000","0.000000","0.000000","3505411.764580","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:09"
"320808","467","467.-1.1823","2025-01-13","4","PT.PANASONIC GOBEL INDONESIA","3505411.764580","0.000000","0.000000","0.000000","3505411.764580","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:08"
"315236","467","467.-1.1780","2025-01-07","4","PT.PANASONIC GOBEL INDONESIA","3505411.764580","0.000000","0.000000","0.000000","3505411.764580","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:09"
"322133","467","467.-1.1835","2025-01-15","4","PT.PANASONIC GOBEL INDONESIA","3505411.764580","0.000000","0.000000","0.000000","3505411.764580","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:09"
"329110","467","467.-1.1880","2025-01-24","4","PT.PANASONIC GOBEL INDONESIA","3505411.764580","0.000000","0.000000","0.000000","3505411.764580","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:09"
"327046","467","467.-1.1867","2025-01-22","4","PT.PANASONIC GOBEL INDONESIA","3505411.764580","0.000000","0.000000","0.000000","3505411.764580","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:09"
"326780","467","467.-1.1865","2025-01-21","4","PT.PANASONIC GOBEL INDONESIA","3505411.764580","0.000000","0.000000","0.000000","3505411.764580","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:09"
"298342","467","467.-1.1699","2024-12-17","4","PT.PANASONIC GOBEL INDONESIA","3505411.764580","0.000000","0.000000","0.000000","3505411.764580","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:08"
"298338","467","467.-1.1698","2024-12-17","4","PT.PANASONIC GOBEL INDONESIA","3505411.764580","0.000000","0.000000","0.000000","3505411.764580","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:08"
"297022","467","467.-1.1690","2024-12-16","4","PT.PANASONIC GOBEL INDONESIA","3505411.764580","0.000000","0.000000","0.000000","3505411.764580","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:08"
"302695","467","467.-1.1713","2024-12-21","4","PT.PANASONIC GOBEL INDONESIA","3505411.764580","0.000000","0.000000","0.000000","3505411.764580","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:09"
"315058","467","467.-1.1779","2025-01-06","4","PT.PANASONIC GOBEL INDONESIA","3505411.764580","0.000000","0.000000","0.000000","3505411.764580","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:09"
"309778","467","467.-1.1757","2024-12-31","4","PT.PANASONIC GOBEL INDONESIA","3505411.764580","0.000000","0.000000","0.000000","3505411.764580","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:09"
"302697","467","467.-1.1714","2024-12-21","4","PT.PANASONIC GOBEL INDONESIA","3505411.764580","0.000000","0.000000","0.000000","3505411.764580","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:09"
"525315","467","467.-1.2916","2025-07-29","4","PT.PANASONIC GOBEL INDONESIA","4818932.000000","1579150.000000","0.000000","1579150.000000","3239782.000000","LOCKER_UNDER","2026-02-02 23:03:36","2025-08-20 11:52:30"
"518735","467","467.-1.2874","2025-07-22","4","PT.PANASONIC GOBEL INDONESIA","3732080.294102","647576.470585","0.000000","647576.470585","3084503.823517","LOCKER_UNDER","2026-02-02 23:03:36","2025-08-20 11:45:05"
"153860","467","467.-1.975","2024-07-22","4","PT.PANASONIC GOBEL INDONESIA","2728750.000015","0.000000","0.000000","0.000000","2728750.000015","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:09"
"336048","467","467.-1.1902","2025-02-01","4","PT.PANASONIC GOBEL INDONESIA","2435294.117553","0.000000","0.000000","0.000000","2435294.117553","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:09"
"336100","467","467.-1.1903","2025-02-01","4","PT.PANASONIC GOBEL INDONESIA","2326588.235316","0.000000","0.000000","0.000000","2326588.235316","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:09"
"494017","467","467.-1.2737","2025-06-25","4","PT.PANASONIC GOBEL INDONESIA","3109576.470528","932872.941158","0.000000","932872.941158","2176703.529369","LOCKER_UNDER","2026-02-02 23:03:36","2025-08-20 10:41:34"
"319666","467","467.-1.1818","2025-01-11","4","PT.PANASONIC GOBEL INDONESIA","2061076.470574","0.000000","0.000000","0.000000","2061076.470574","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:08"
"297018","467","467.-1.1689","2024-12-16","4","PT.PANASONIC GOBEL INDONESIA","1713919.999984","0.000000","0.000000","0.000000","1713919.999984","LOCKER_ZERO","2026-02-02 23:03:36","2025-04-17 10:29:08"
"488923","467","467.-1.2702","2025-06-19","4","PT.PANASONIC GOBEL INDONESIA","3109576.470528","1554788.235264","0.000000","1554788.235264","1554788.235264","LOCKER_UNDER","2026-02-02 23:03:36","2025-08-20 10:20:59"
"514128","467","467.-1.2855","2025-07-16","4","PT.PANASONIC GOBEL INDONESIA","6302165.882280","5049052.941115","0.000000","5049052.941115","1253112.941165","LOCKER_UNDER","2026-02-02 23:03:36","2025-08-20 11:32:44"
"507781","467","467.-1.2816","2025-07-09","4","PT.PANASONIC GOBEL INDONESIA","3732080.294102","3084503.823517","0.000000","3084503.823517","647576.470585","LOCKER_UNDER","2026-02-02 23:03:36","2025-08-20 11:00:16"
"514126","467","467.-1.2854","2025-07-16","4","PT.PANASONIC GOBEL INDONESIA","379911.764705","120881.176471","0.000000","120881.176471","259030.588234","LOCKER_UNDER","2026-02-02 23:03:36","2025-08-20 11:31:40"
"488921","467","467.-1.2701","2025-06-19","4","PT.PANASONIC GOBEL INDONESIA","783905.882356","593290.588238","0.000000","593290.588238","190615.294117","LOCKER_UNDER","2026-02-02 23:03:36","2025-08-20 10:20:22"
"518739","467","467.-1.2875","2025-07-22","4","PT.PANASONIC GOBEL INDONESIA","379911.764705","259030.588234","0.000000","259030.588234","120881.176471","LOCKER_UNDER","2026-02-02 23:03:36","2025-08-20 11:46:33"
